"surface","scope","file","line","object","occurrence_in_line","matched_text","variant","category","canonical_meaning","direct_M_shift","context"
"appendix-module","baseline","08_required_propositions.tex","330","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Delta\Omega_i^{\mathrm{dir}}"
"appendix-module","baseline","08_required_propositions.tex","333","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","333","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","333","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","333","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","333","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","333","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","337","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Delta\Omega_i^{\mathrm{eq}}"
"appendix-module","baseline","08_required_propositions.tex","337","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Delta\Omega_i^{\mathrm{eq}}"
"appendix-module","baseline","08_required_propositions.tex","340","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","340","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","340","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","340","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","340","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","340","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+"
"appendix-module","baseline","08_required_propositions.tex","343","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","Since \(W_{i,p_m}^E=-b(m)<0\) and"
"appendix-module","baseline","08_required_propositions.tex","343","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","Since \(W_{i,p_m}^E=-b(m)<0\) and"
"appendix-module","baseline","08_required_propositions.tex","344","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(p_m^1\geq p_m^0\), the integrand in the equilibrium expression is"
"appendix-module","baseline","08_required_propositions.tex","344","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(p_m^1\geq p_m^0\), the integrand in the equilibrium expression is"
"appendix-module","baseline","08_required_propositions.tex","349","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Delta\Omega_i^{\mathrm{eq}}"
"appendix-module","baseline","08_required_propositions.tex","349","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Delta\Omega_i^{\mathrm{eq}}"
"appendix-module","baseline","08_required_propositions.tex","351","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Delta\Omega_i^{\mathrm{dir}}."
"appendix-module","baseline","08_required_propositions.tex","351","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Delta\Omega_i^{\mathrm{dir}}."
"appendix-module","baseline","08_required_propositions.tex","356","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","For a fixed pre-MAH value \(\Omega_i^0\), the mapping"
"appendix-module","baseline","08_required_propositions.tex","356","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","For a fixed pre-MAH value \(\Omega_i^0\), the mapping"
"appendix-module","baseline","08_required_propositions.tex","359","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\left(\frac{\beta a_i}{\kappa}\right)^{1/\nu}"
"appendix-module","baseline","08_required_propositions.tex","360","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","[(\Omega_i^0+d)^{1/\nu}-(\Omega_i^0)^{1/\nu}]"
"appendix-module","baseline","08_required_propositions.tex","360","a_i","2","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","[(\Omega_i^0+d)^{1/\nu}-(\Omega_i^0)^{1/\nu}]"
"appendix-module","baseline","08_required_propositions.tex","360","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","[(\Omega_i^0+d)^{1/\nu}-(\Omega_i^0)^{1/\nu}]"
"appendix-module","baseline","08_required_propositions.tex","360","Omega_i","2","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","[(\Omega_i^0+d)^{1/\nu}-(\Omega_i^0)^{1/\nu}]"
"appendix-module","baseline","08_required_propositions.tex","366","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\Delta x_i^{\mathrm{eq}}"
"appendix-module","baseline","08_required_propositions.tex","368","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\Delta x_i^{\mathrm{dir}}."
"appendix-module","baseline","08_required_propositions.tex","373","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","If study demand is zero at \(p_m^0\), the price need not rise. If supply is"
"appendix-module","baseline","08_required_propositions.tex","374","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","perfectly elastic at a common \(\bar p_m\), then"
"appendix-module","baseline","08_required_propositions.tex","375","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(p_m^1=p_m^0=\bar p_m\) and attenuation disappears. If a high equilibrium"
"appendix-module","baseline","08_required_propositions.tex","375","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(p_m^1=p_m^0=\bar p_m\) and attenuation disappears. If a high equilibrium"
"appendix-module","baseline","08_required_propositions.tex","375","p_m","3","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(p_m^1=p_m^0=\bar p_m\) and attenuation disappears. If a high equilibrium"
"appendix-module","baseline","08_required_propositions.tex","391","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","Fix a regime and its equilibrium objects. The common \(x_i^*\) is selected"
"appendix-module","baseline","08_required_propositions.tex","393","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","probabilities \(s(q)\) and \(s_g(q)\) are exogenous and policy invariant."
"appendix-module","baseline","08_required_propositions.tex","393","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","probabilities \(s(q)\) and \(s_g(q)\) are exogenous and policy invariant."
"appendix-module","baseline","08_required_propositions.tex","393","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","probabilities \(s(q)\) and \(s_g(q)\) are exogenous and policy invariant."
"appendix-module","baseline","08_required_propositions.tex","393","s(q)","2","s_g(q)","s_g(q)","primitive parameter/function","exogenous downstream realization probability","no","probabilities \(s(q)\) and \(s_g(q)\) are exogenous and policy invariant."
"appendix-module","baseline","08_required_propositions.tex","401","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Lambda_i^{\mathrm{plan}}"
"appendix-module","baseline","08_required_propositions.tex","403","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_ix_i^*."
"appendix-module","baseline","08_required_propositions.tex","403","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_ix_i^*."
"appendix-module","baseline","08_required_propositions.tex","407","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\(\lambda_i^{\mathrm{plan}}=a_ix_i\) evaluated at the Phase~5 optimizer."
"appendix-module","baseline","08_required_propositions.tex","407","a_i","2","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\(\lambda_i^{\mathrm{plan}}=a_ix_i\) evaluated at the Phase~5 optimizer."
"appendix-module","baseline","08_required_propositions.tex","407","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(\lambda_i^{\mathrm{plan}}=a_ix_i\) evaluated at the Phase~5 optimizer."
"appendix-module","baseline","08_required_propositions.tex","415","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_ix_i^*"
"appendix-module","baseline","08_required_propositions.tex","415","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_ix_i^*"
"appendix-module","baseline","08_required_propositions.tex","417","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)"
"appendix-module","baseline","08_required_propositions.tex","417","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","s(q)"
"appendix-module","baseline","08_required_propositions.tex","423","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","dF(q,m)."
"appendix-module","baseline","08_required_propositions.tex","423","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","dF(q,m)."
"appendix-module","baseline","08_required_propositions.tex","430","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_ix_i^*"
"appendix-module","baseline","08_required_propositions.tex","430","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_ix_i^*"
"appendix-module","baseline","08_required_propositions.tex","432","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s(q)\mathbf 1\{r_i^*=E\}"
"appendix-module","baseline","08_required_propositions.tex","432","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","s(q)\mathbf 1\{r_i^*=E\}"
"appendix-module","baseline","08_required_propositions.tex","433","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","dF(q,m)."
"appendix-module","baseline","08_required_propositions.tex","433","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","dF(q,m)."
"appendix-module","baseline","08_required_propositions.tex","441","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_ix_i^*\rho_g"
"appendix-module","baseline","08_required_propositions.tex","441","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_ix_i^*\rho_g"
"appendix-module","baseline","08_required_propositions.tex","443","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s_g(q)"
"appendix-module","baseline","08_required_propositions.tex","443","s(q)","1","s_g(q)","s_g(q)","primitive parameter/function","exogenous downstream realization probability","no","s_g(q)"
"appendix-module","baseline","08_required_propositions.tex","449","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","dF_g(q,m)."
"appendix-module","baseline","08_required_propositions.tex","449","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","dF_g(q,m)."
"appendix-module","baseline","08_required_propositions.tex","452","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","There is one common \(x_i^*\), not an \(x_{ig}\) control."
"appendix-module","baseline","08_required_propositions.tex","459","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\int s(q)"
"appendix-module","baseline","08_required_propositions.tex","459","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","\int s(q)"
"appendix-module","baseline","08_required_propositions.tex","463","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","and let \(x_i^h=x_i^*(h,p_m^h)\). Adding and subtracting"
"appendix-module","baseline","08_required_propositions.tex","463","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","and let \(x_i^h=x_i^*(h,p_m^h)\). Adding and subtracting"
"appendix-module","baseline","08_required_propositions.tex","463","x_i","2","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","and let \(x_i^h=x_i^*(h,p_m^h)\). Adding and subtracting"
"appendix-module","baseline","08_required_propositions.tex","464","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\(a_ix_i^1Q_i^{\mathrm{ret},0}\) gives"
"appendix-module","baseline","08_required_propositions.tex","464","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(a_ix_i^1Q_i^{\mathrm{ret},0}\) gives"
"appendix-module","baseline","08_required_propositions.tex","468","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_i(x_i^1-x_i^0)Q_i^{\mathrm{ret},0}"
"appendix-module","baseline","08_required_propositions.tex","468","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_i(x_i^1-x_i^0)Q_i^{\mathrm{ret},0}"
"appendix-module","baseline","08_required_propositions.tex","468","x_i","2","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_i(x_i^1-x_i^0)Q_i^{\mathrm{ret},0}"
"appendix-module","baseline","08_required_propositions.tex","470","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_ix_i^1"
"appendix-module","baseline","08_required_propositions.tex","470","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_ix_i^1"
"appendix-module","baseline","09_observed_outcomes.tex","24","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","Here \(x_i\) is original-drug innovation investment or"
"appendix-module","baseline","09_observed_outcomes.tex","28","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\(\Lambda_i^{\mathrm{plan}}=a_ix_i^*\); route choice then assigns a realized"
"appendix-module","baseline","09_observed_outcomes.tex","28","a_i","2","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\(\Lambda_i^{\mathrm{plan}}=a_ix_i^*\); route choice then assigns a realized"
"appendix-module","baseline","09_observed_outcomes.tex","28","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(\Lambda_i^{\mathrm{plan}}=a_ix_i^*\); route choice then assigns a realized"
"appendix-module","baseline","09_observed_outcomes.tex","37","M","1","M","M","primitive parameter","binary institutional regime","policy object","M"
"appendix-module","baseline","09_observed_outcomes.tex","41","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Omega_i"
"appendix-module","baseline","09_observed_outcomes.tex","41","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Omega_i"
"appendix-module","baseline","09_observed_outcomes.tex","43","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","x_i^*."
"appendix-module","baseline","09_observed_outcomes.tex","48","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","x_i^*"
"appendix-module","baseline","09_observed_outcomes.tex","50","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Lambda_i^{\mathrm{plan}}"
"appendix-module","baseline","09_observed_outcomes.tex","70","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_ix_i^*\rho_g"
"appendix-module","baseline","09_observed_outcomes.tex","70","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_ix_i^*\rho_g"
"appendix-module","baseline","09_observed_outcomes.tex","72","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","s_g(q)"
"appendix-module","baseline","09_observed_outcomes.tex","72","s(q)","1","s_g(q)","s_g(q)","primitive parameter/function","exogenous downstream realization probability","no","s_g(q)"
"appendix-module","baseline","09_observed_outcomes.tex","78","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","dF_g(q,m)."
"appendix-module","baseline","09_observed_outcomes.tex","78","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","dF_g(q,m)."
"appendix-module","baseline","09_observed_outcomes.tex","98","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","of \(x_i\)."
"appendix-module","baseline","09_observed_outcomes.tex","103","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","x_i,\ a_i,\ s(q),\ \tau_E,\ \mu_E,\ p_m"
"appendix-module","baseline","09_observed_outcomes.tex","103","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","x_i,\ a_i,\ s(q),\ \tau_E,\ \mu_E,\ p_m"
"appendix-module","baseline","09_observed_outcomes.tex","103","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","x_i,\ a_i,\ s(q),\ \tau_E,\ \mu_E,\ p_m"
"appendix-module","baseline","09_observed_outcomes.tex","103","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","x_i,\ a_i,\ s(q),\ \tau_E,\ \mu_E,\ p_m"
"appendix-module","baseline","09_observed_outcomes.tex","103","tau_E","1","\tau_E","\tau_E","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","x_i,\ a_i,\ s(q),\ \tau_E,\ \mu_E,\ p_m"
"appendix-module","baseline","09_observed_outcomes.tex","103","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","x_i,\ a_i,\ s(q),\ \tau_E,\ \mu_E,\ p_m"
"appendix-module","extension","11_extensions_not_baseline.tex","38","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","probabilities, an extension may introduce \(\chi^I(q,m)\) and"
"appendix-module","extension","11_extensions_not_baseline.tex","38","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","probabilities, an extension may introduce \(\chi^I(q,m)\) and"
"appendix-module","extension","11_extensions_not_baseline.tex","39","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\(\chi^E(q,m)\). These would replace neither the baseline route choice nor the"
"appendix-module","extension","11_extensions_not_baseline.tex","39","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\(\chi^E(q,m)\). These would replace neither the baseline route choice nor the"
"appendix-module","extension","11_extensions_not_baseline.tex","43","M","1","M","M","primitive parameter","binary institutional regime","policy object","M=1"
"appendix-module","extension","11_extensions_not_baseline.tex","45","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\chi^E(q,m)\uparrow"
"appendix-module","extension","11_extensions_not_baseline.tex","45","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\chi^E(q,m)\uparrow"
"appendix-module","extension","11_extensions_not_baseline.tex","54","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","value \(T(q,m)\). No bargaining protocol, transfer price, adoption cost, or"
"appendix-module","extension","11_extensions_not_baseline.tex","54","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","value \(T(q,m)\). No bargaining protocol, transfer price, adoption cost, or"
"appendix-module","extension","11_extensions_not_baseline.tex","57","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\(T(q,m)\) remains the exogenous non-retained outside option of the baseline."
"appendix-module","extension","11_extensions_not_baseline.tex","57","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\(T(q,m)\) remains the exogenous non-retained outside option of the baseline."
"appendix-module","extension","11_extensions_not_baseline.tex","77","p_m","1","p_m^*","equilibrium-starred","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","qualified-capacity market at \(p_m^*\)."
"appendix-module","extension","11_extensions_not_baseline.tex","83","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(x_i^R\) and project development \(x_i^D\). A resource or financing"
"appendix-module","extension","11_extensions_not_baseline.tex","83","x_i","2","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(x_i^R\) and project development \(x_i^D\). A resource or financing"
"appendix-module","extension","11_extensions_not_baseline.tex","85","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(x_i^D\uparrow\) together with \(x_i^R\downarrow\). The block is not"
"appendix-module","extension","11_extensions_not_baseline.tex","85","x_i","2","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(x_i^D\uparrow\) together with \(x_i^R\downarrow\). The block is not"
"appendix-module","extension","11_extensions_not_baseline.tex","92","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(x_i\), commercialization organization, retained authorization,"
"empirical-interface","interface","10_empirical_mapping.tex","13","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\subsubsection{Interface 1: Predetermined research capability \texorpdfstring{\(a_i\)}{a(i)}}"
"empirical-interface","interface","10_empirical_mapping.tex","24","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","capability, but it is not \(x_i\) and does not identify \(a_i\) separately"
"empirical-interface","interface","10_empirical_mapping.tex","24","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","capability, but it is not \(x_i\) and does not identify \(a_i\) separately"
"empirical-interface","interface","10_empirical_mapping.tex","27","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\subsubsection{Interface 2: Advancement intensity \texorpdfstring{\(x_i\)}{x(i)}}"
"empirical-interface","interface","10_empirical_mapping.tex","36","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\textit{Identification limit:} \(x_i\) is neither pure clinical effort nor"
"empirical-interface","interface","10_empirical_mapping.tex","39","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\subsubsection{Interface 3: Planning-stage projects \texorpdfstring{\(a_ix_i\)}{a(i)x(i)}}"
"empirical-interface","interface","10_empirical_mapping.tex","39","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\subsubsection{Interface 3: Planning-stage projects \texorpdfstring{\(a_ix_i\)}{a(i)x(i)}}"
"empirical-interface","interface","10_empirical_mapping.tex","49","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","separately identify \(a_i\) and \(x_i\)."
"empirical-interface","interface","10_empirical_mapping.tex","49","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","separately identify \(a_i\) and \(x_i\)."
"empirical-interface","interface","10_empirical_mapping.tex","51","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\subsubsection{Interface 4: Internal manufacturing capability \texorpdfstring{\(k_i\)}{k(i)}}"
"empirical-interface","interface","10_empirical_mapping.tex","64","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\subsubsection{Interface 5: Project value \texorpdfstring{\(q\)}{project-value index}}"
"empirical-interface","interface","10_empirical_mapping.tex","74","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","not permit a direct MAH shift in \(q\)."
"empirical-interface","interface","10_empirical_mapping.tex","76","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\subsubsection{Interface 6: Manufacturing complexity \texorpdfstring{\(m\)}{complexity index}}"
"empirical-interface","interface","10_empirical_mapping.tex","85","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\textit{Identification limit:} \(m\) is a project requirement, not developer"
"empirical-interface","interface","10_empirical_mapping.tex","138","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\textit{Identification limit:} a patent response neither equals \(x_i\) nor"
"empirical-interface","interface","10_empirical_mapping.tex","145","p_m","1","p_m^*","equilibrium-starred","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\subsubsection{Interface 11: CMO price or scarcity \texorpdfstring{\(p_m^*\)}{equilibrium CMO price}}"
"empirical-interface","interface","10_empirical_mapping.tex","157","p_m","1","p_m^*","equilibrium-starred","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","identify \(p_m^*\) or the supply and demand schedules."
"empirical-interface","interface","10_empirical_mapping.tex","159","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\subsubsection{Interface 12: Transfer outside option \texorpdfstring{\(T(q,m)\)}{transfer value}}"
"empirical-interface","interface","10_empirical_mapping.tex","159","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\subsubsection{Interface 12: Transfer outside option \texorpdfstring{\(T(q,m)\)}{transfer value}}"
"empirical-interface","interface","10_empirical_mapping.tex","168","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","baseline, and incomplete deal values need not identify \(T(q,m)\)."
"empirical-interface","interface","10_empirical_mapping.tex","168","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","baseline, and incomplete deal values need not identify \(T(q,m)\)."
"empirical-interface","interface","10_empirical_mapping.tex","175","M","1","M","M","primitive parameter","binary institutional regime","policy object","M"
"empirical-interface","interface","10_empirical_mapping.tex","179","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Omega_i"
"empirical-interface","interface","10_empirical_mapping.tex","179","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Omega_i"
"empirical-interface","interface","10_empirical_mapping.tex","181","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","x_i^*,"
"empirical-interface","interface","10_empirical_mapping.tex","187","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","x_i^*"
"empirical-interface","interface","10_empirical_mapping.tex","199","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","cannot be placed before the ex ante choice of \(x_i\)."
"main","baseline","13_main_text_model_candidate.tex","32","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","research capability \(a_i>0\) and internal manufacturing capability"
"main","baseline","13_main_text_model_candidate.tex","33","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\(k_i>0\), distributed according to \(H(a,k)\). A viable project that reaches"
"main","baseline","13_main_text_model_candidate.tex","34","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","commercialization-relevant planning draws value \(q>0\) and manufacturing"
